KOs,Astragalus sinicus1,Astragalus sinicus2,Astragalus sinicus3,Astragalus sinicus4,Melilotus officinalis1,Melilotus officinalis2,Melilotus officinalis3,Melilotus officinalis4,Vicia villosa1,Vicia villosa2,Vicia villosa3,Vicia villosa4,Pisum sativum1,Pisum sativum2,Pisum sativum3,Pisum sativum4,Trifolium incarnatum1,Trifolium incarnatum2,Trifolium incarnatum3,Trifolium incarnatum4,Medicago sativa1,Medicago sativa2,Medicago sativa3,Medicago sativa4,Fagopyrum tataricum1,Fagopyrum tataricum2,Fagopyrum tataricum3,Fagopyrum tataricum4,Brassica juncea1,Brassica juncea2,Brassica juncea3,Brassica juncea4,Cichorium intybus1,Cichorium intybus2,Cichorium intybus3,Cichorium intybus4,Lolium multiflorum1,Lolium multiflorum2,Lolium multiflorum3,Lolium multiflorum4,Triticum turgidum1,Triticum turgidum2,Triticum turgidum3,Triticum turgidum4
K01623,25.929,52.745,61.719,56.367,107.838,77.491,93.416,70.185,57.94,74.818,75.901,83.519,120.203,129.22,83.496,170.753,80.822,69.06,77.568,121.458,60.398,54.526,48.567,151.366,179.173,136.151,168.997,74.255,25.062,41.082,57.029,119.552,63.414,45.112,58.561,47.636,117.503,174.66,154.677,158.53,147.344,170.965,163.822,149.844
K01624,369.034,307.203,338.059,376.211,388.822,394.831,371.177,349.88,379.163,357.679,360.401,383.564,318.636,327.875,320.6,289.652,298.882,365.023,311.996,290.52,320.945,315.838,343.191,306.542,237.416,256.678,220.104,319.913,305.643,295.824,308.433,297.603,296.005,299.285,338.128,318.249,307.272,254.892,234.203,274.916,272.625,291.1,234.946,271.094
K01625,239.55,231.179,243.692,237.219,285.01,255.347,259.89,252.502,259.121,294.1,251.888,272.047,267.652,251.493,253.731,256.678,256.089,243.617,245.843,273.326,260.405,252.481,251.411,241.898,183.85,197.724,192.384,208.24,245.192,231.867,242.232,214.088,202.04,216.995,214.698,219.518,265.583,187.485,226.072,220.286,228.023,235.652,253.535,212.334
K01626,644.179,640.108,563.229,612.403,511.891,557.49,539.398,556.914,571.568,523.203,542.978,524.871,434.192,414.945,520.605,430.768,581.12,580.309,574.58,521.189,581.647,605.397,574.003,454.327,307.625,376.122,299.139,564.501,729.973,646.119,571.449,482.748,571.676,608.201,547.323,578.967,562.748,417.612,291.938,405.738,414.54,353.693,241.725,394.399
K01627,279.72,282.452,287.441,268.509,292.509,279.805,286.876,277.6,283.228,306.179,289.861,289.625,304.975,304.851,281.602,303.975,278.822,286.252,312.988,267.626,295.223,294.105,263.395,264.198,276.112,280.227,256.831,277.479,335.72,303.472,296.382,270.825,292.469,284.321,272.639,302.737,267.088,263.091,301.991,270.14,260.624,259.806,272.746,293.123
K01628,179.568,173.201,165.478,177.909,144.705,177.225,190.627,157.423,178.661,191.359,192.221,184.324,165.033,156.532,155.053,142.879,173.757,161.631,212.362,163.584,234.516,172.352,143.635,141.226,244.893,249.774,226.788,219.661,231.92,242.102,255.441,213.875,199.044,242.364,229.045,241.966,162.031,227.565,209.862,226.04,223.394,217.422,215.186,235.608
K01629,49.314,58.159,95.53,83.06,146.953,118.102,110.215,109.364,88.594,133.131,116.355,122.608,156.11,158.154,110.921,183.127,101.39,133.566,104.071,158.174,81.192,73.032,70.493,142.069,103.573,100.623,98.183,59.264,38.434,61.335,74.193,97.772,37.765,34.079,45.661,49.566,132.382,99.706,144.027,146.921,161.034,204.563,184.258,147.518
K01630,6.904,7.803,20.358,17.822,33.76,47.696,27.09,39.812,26.225,27.593,26.063,36.034,36.962,29.482,22.963,35.414,13.083,55.565,12.022,17.658,8.529,10.068,16.614,44.135,38.474,39.067,34.677,20.11,34.54,7.472,12.93,28.093,16.332,15.986,20.166,16.691,20.456,37.246,34.432,29.129,32.531,37.337,41.379,39.806
K01631,231.935,194.481,159.278,163.996,162.997,180.49,166.176,181.503,146.165,152.683,175.18,141.215,140.05,123.107,148.928,140.867,180.142,217.246,176.623,157.299,170.618,191.023,193.203,185.973,66.366,89.651,69.903,168.085,120.368,193.763,174.6,112.825,154.683,188.058,150.502,164.702,110.038,74.022,63.254,84.9,79.448,71.862,46.87,82.841
K01633,251.069,234.716,281.028,276.391,303.116,314.746,290.026,294.335,286.767,305.615,289.872,305.122,297.683,303.623,285.076,319.749,254.151,267.753,245.85,290.823,253.106,261.386,268.925,312.748,223.112,231.397,215.981,246.941,230.711,225.013,237.05,260.895,238.491,237.062,236.002,234.087,242.319,220.195,205.373,226.938,218.731,218.689,217.253,233.389
K01634,2.923,5.263,6.608,6.93,7.445,15.861,8.565,12.832,5.392,4.094,7.359,8.117,10.556,14.337,11.581,19.161,6.085,3.72,5.867,10.905,6.213,3.232,4.849,15.809,31.049,16.441,38.222,14.992,3.207,3.992,8.325,19.393,12.626,10.291,12.608,7.187,18.931,37.203,23.73,30.024,25.747,31.835,29.924,23.625
K01635,18.919,4.43,7.579,31.74,10.232,14.212,5.188,11.313,15.219,15.106,10.779,21.516,7.276,7.193,5.842,6.684,4.237,13.362,3.34,5.172,4.922,5.02,6.649,14.66,12.99,22.818,15.398,6.805,25.609,4.647,4.353,9.649,8.201,5.547,14.886,19.268,10.935,9.874,10.843,15.715,12.712,13.235,13.414,13.611
K01637,288.901,298.817,274.487,292.472,296.592,284.435,286.107,281.373,280.547,278.664,280.826,263.339,285.608,280.288,283.731,315.572,302.918,309.839,315.497,309.777,291.632,286.433,279.375,339.492,274.668,282.963,248.423,274.615,321.283,293.556,295.113,252.655,258.665,262.112,257.539,258.547,297.562,245.045,263.865,247.233,274.319,269.479,271.631,257.926
K01638,404.652,396.634,382.932,403.738,416.389,392.472,403.107,401.928,436.893,357.303,360.713,365.774,368.089,327.402,346.245,369.143,399.475,389.19,402.565,411.41,402.756,429.598,430.657,457.457,353.063,350.584,361.297,433.806,403.375,395.674,372.674,380.567,397.529,407.82,425.743,403.878,359.216,358.538,322.368,360.663,355.854,367.479,346.737,366.742
K01639,4.872,4.826,11.477,5.846,20.765,35.403,11.281,20.398,15.394,22.224,18.748,21.4,21.08,41.906,26.786,36.184,10.986,91.479,10.963,16.301,7.842,9.586,16.6,20.015,21.024,18.848,16.341,9.376,27.725,8.379,10.693,20.333,5.682,11.202,7.909,7.333,23.384,17.936,27.341,16.219,16.601,29.234,26.026,19.66
K01640,334.269,313.355,346.511,326.328,357.63,354.421,351.134,355.355,322.994,353.116,344.75,315.852,332.737,292.387,285.624,303.314,347.787,283.029,329.933,340.812,328.687,326.059,345.334,417.451,298.991,280.064,261.468,333.592,279.668,332.841,345.117,327.727,276.256,292.908,291.007,286.739,301.266,260.484,271.521,287.441,274.817,283.373,258.254,267.652
K01641,27.569,56.315,39.538,26.614,73.065,27.304,55.909,36.977,43.19,72.449,56.277,66.025,53.09,73.418,73.818,50.969,52.158,43.935,59.365,63.572,51.265,45.392,49.224,26.744,39.508,41.367,42.51,35.668,9.919,32.965,47.794,52.335,30.798,22.025,38.042,18.674,73.308,54.487,42.856,72.642,76.339,82.033,60.132,70.999
K01643,5.89,3.444,2.888,1.922,12.9,15.776,3.03,7.496,2.484,4.135,2.964,4.79,3.307,4.279,0.337,0.814,1.126,2.177,1.15,1.252,1.004,2.194,6.561,6.197,3.464,1.778,0.914,4.885,22.066,0.956,0.644,1.705,5.345,2.543,0.616,0.911,2.371,2.121,0.895,1.206,2.072,0.527,0.687,1.233
K01644,75.308,94,159.105,175.797,189.944,261.699,175.865,226.629,132.781,151.305,174.753,154.768,209.799,222.977,150.152,283.99,141.351,118.584,111.983,218.787,86.812,104.001,122.021,371.818,307.491,243.085,292.16,149.965,74.861,63.174,87.762,220.188,127.403,100.891,134.749,109.181,148.089,264.381,246.643,223.066,197.391,230.268,230.125,203.266
K01646,3.676,0,1.165,0.668,13.877,14.052,2.489,6.264,0.846,1.087,0.519,2.621,3.257,1.068,0.3,0.255,0.303,1.744,0,0.267,0.407,1.222,4.61,1.663,0.263,1.291,0,4.295,17.2,0.802,0,0,5.121,1.215,0.519,0.487,4.566,0,0,0,0,0,0,0
K01647,385.889,431.762,497.461,457.552,537.922,566.68,548.509,532.708,490.754,484.255,496.962,512.488,568.576,624.509,515.305,668.813,485.036,462.274,446.104,566.943,439.042,471.425,446.357,722.443,910.03,796.53,864.577,582.495,422.807,434.75,500.001,708.417,519.217,477.615,507.586,485.333,580.663,875.268,831.326,815.774,795.924,822.539,840.846,812.065
K01648,0.549,0.081,1.189,0.634,0.485,1.555,2.027,0.845,0.763,1.437,1.074,0.99,0.668,1.385,1.151,1.9,0.681,0.545,0.558,0.418,0.481,0.282,0.864,0.265,0.902,2.771,2.327,0.641,0.453,0.51,0.934,1.664,1.288,0.529,0.734,1.015,5.151,2.37,0.67,0.888,0.918,1.694,0.978,1.734
K01649,447.022,457.71,471.179,510.511,497.332,537.97,549.69,519.632,501.023,482.261,521.383,514.8,511.538,552.742,510.306,579.493,479.675,455.884,429.338,509.863,421.859,441.772,424.28,546.641,653.04,600.776,625.72,559.574,469.136,435.042,482.511,658.109,517.022,507.373,556.47,516.998,514.825,727.259,587.402,717.526,676.342,699.436,580.255,692.786
K01652,945.286,988.63,1038.094,1062.903,1079.759,1155.704,1096.03,1105.357,964,945.102,1028.743,991.684,1063.294,1065.252,1062.724,1168.144,1072.464,1055.596,1045.098,1110.078,944.24,992.092,1016.052,1388.639,1430.309,1295.433,1306.906,1120.304,948.952,978.93,1017.542,1299.857,1245.131,1118.367,1206.703,1106.379,1152.781,1497.338,1202.575,1375.749,1350.103,1355.869,1212.73,1371.949
K01653,244.661,251.223,257.521,262.151,278.361,274.154,290.095,261.805,278.787,282.328,257.714,288.266,284.492,282.201,264.665,269.508,262.882,283.215,254.049,291.863,254.741,265.877,251.039,261.574,256.694,309.176,253.485,280.668,251.33,252.05,272.7,283.529,261.3,268.396,278.999,267.246,286.958,300.441,251.833,306.406,300.151,315.595,251.858,309.552
K01654,121.83,115.595,146.939,93.601,200.709,156.561,141.331,155.096,106.02,131.504,117.687,125.486,150.394,131.873,119.213,128.954,165.814,131.697,158.676,164.706,179.149,123.197,148.783,124.497,91.472,99.58,101.561,135.494,73.908,134.927,168.248,136.522,116.679,108.679,106.058,116.398,77.285,97.724,108.607,113.331,125.841,133.287,122.513,112.552
K01655,0.212,0.404,0.176,0.235,0.238,0.47,0.66,0.219,0.311,0.321,0.359,0.344,0.125,1.35,0.217,0.533,0.383,0.034,0.264,0.217,0.282,0.245,0.167,0.693,1.704,1.176,0.518,0.58,0.267,0.246,0.294,0.765,0.961,1.36,0.764,0.598,0.446,1.138,0.807,2.043,2.132,2.883,1.661,2.803
K01656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0
K01657,343.226,362.107,353.885,331.486,357.008,352.074,385.259,372.103,392.936,386.908,368.572,379.557,386.62,392.515,389.724,401.927,352.611,327.987,340.486,350.607,337.184,350.343,378.008,375.935,419.665,380.329,404.569,372.671,352.434,349.873,356.515,409.609,367.8,353.792,386.945,358.203,372.983,386.843,434.74,396.583,399.848,392.307,415.724,407.377
K01658,255.502,274.796,258.576,243.369,271.333,258.219,279.81,258.688,285.521,274.734,250.012,273.263,276.427,295.2,294.043,291.078,258.713,217.322,251.778,257.708,262.494,273.286,279.941,276.031,269.569,293.608,270.223,256.883,259.005,260.032,259.145,244.433,266.453,261.762,273.299,250.516,269.156,251.292,279.956,256.758,251.464,254.394,292.776,266.919
K01659,192.33,208.523,171.927,161.96,137.067,131.494,162.835,149.364,186.135,177.721,164.042,167.182,130.231,111.601,153.902,118.515,184.975,149.969,176.117,144.344,194.459,193.133,184.215,115.573,85.083,112.59,74.605,169.987,230.268,217.862,195.181,132.508,173.332,201.397,160.22,189.452,157.36,107.39,80.317,102.158,114.127,88.639,60.185,99.121
K01661,37.722,27.62,46.551,56.327,67.682,55.407,56.628,53.059,67.674,80.686,63.701,84.28,74.088,90.348,57.327,65.255,45.357,82.115,50.478,60.086,46.876,36.394,38.574,50.644,87.452,50.838,96.127,51.251,35.061,34.976,49.859,76.491,41.696,32.267,45.407,38.583,81.633,115.844,81.336,111.088,121.223,131.786,87.941,100.03
K01662,380.113,380.543,409.924,408.435,459.438,448.223,452.94,425.103,455.939,450.658,421.282,460.088,464.297,492.579,435.829,505.835,425.048,414.484,424.161,478.805,400.049,429.959,424.894,502.29,492.459,439.392,511.238,424.323,401.03,375.787,405.145,477.752,402.299,407.831,433.784,396.44,460.467,452.999,545.53,452.719,473.338,460.036,534.088,446.692
K01663,0,0,0,0,0,0,0,0,0.106,0.111,0,0,0,0.066,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0,0,3.096,0.871,0.365,0.21,0,1.085,0.36,0
K01664,25.631,5.243,12.306,36.279,18.206,25.35,16.161,20.729,21.525,16.03,14.239,24.244,10.685,15.698,12.521,10.036,7.353,46.274,4.632,7.991,7.475,7.478,14.38,12.18,36.45,27.882,46.929,18.274,27.447,9.095,8.909,25.727,19.457,15.909,23.969,23.317,17.274,37.366,26.452,28.685,28.922,31.616,38.384,32.634
K01665,220.809,211.457,194.371,208.29,211.883,187.827,194.892,192.49,215.109,234.912,205.4,216.637,182.919,211.079,204.733,170.023,221.456,222.732,230.348,201.765,221.318,228.069,215.03,131.737,105.534,141.849,110.553,182.524,230.073,230.68,224.615,165.919,182.502,210.943,185.797,209.97,201.131,134.426,153.939,150.839,164.08,173.136,162.629,157.525
K01666,18.704,43.075,27.837,31.343,44.861,53.475,55.252,50.598,129.025,36.864,51.558,55.482,33.169,29.626,46.386,27.855,21.13,17.885,17.439,29.646,17.092,14.655,23.032,40.828,27.691,13.301,24.157,16.328,40.68,17.54,25.854,28.447,30.948,18.888,28.398,29.317,83.58,24.68,17.932,30.589,25.402,30.229,20.499,31.862
K01667,7.19,9.186,15.2,9.141,10.853,24.28,26.807,25.776,24.266,23.249,26.145,40.938,17.057,24.594,20.92,25.522,12.237,55.097,6.27,16.56,12.896,12.014,13.018,24.308,102.849,82.711,112.915,31.485,9.474,11.357,18.574,59.016,32.118,24.784,31.699,28.51,26.616,85.218,101.448,79.174,72.699,85.483,107.695,68.214
K01668,2.68,4.079,6.58,4.115,4.939,6.006,3.422,5.352,8.932,14.098,12.294,17.223,7.836,11.441,7.832,12.255,4.861,3.606,2.79,7.171,3.961,2.335,2.998,10.179,42.143,31.262,62.759,14.812,4.242,4.823,8.44,25.05,22.001,11.928,14.602,11.939,13.584,39.508,49.471,37.818,34.494,40.278,61.328,33.377
K01669,288.669,293.684,314.776,307.851,310.262,300.573,325.096,304.436,346.212,372.918,324.88,327.866,319.136,327.116,314.83,303.096,308.634,309.599,315.828,313.129,304.565,296.929,310.386,272.528,263.718,253.251,265.649,295.673,301.58,304.042,312.431,313.018,310.486,303.05,303.597,291.947,345.927,295.559,309.378,301.226,295.421,305.875,276.53,303.164
K01671,0.151,0.235,0.139,0.246,8.764,11.849,2.442,5.014,0.555,2.001,0.222,3.592,1.477,0.031,1.582,0,0.539,0.925,0,0.32,0.078,0.151,5.027,2.922,0.801,1.291,0.919,0.648,13.075,0.254,0.124,1.742,0.371,2.366,0.229,1.225,3.519,0.409,0.143,0.907,0.264,0.973,0.904,0
K01673,947.722,890.516,843.009,964.427,924.074,828.44,859.884,835.988,854.313,868.139,767.306,813.515,789.053,787.323,776.198,723.388,864.042,809.08,903.643,885.343,924.561,925.286,925.306,778.715,611.624,685.212,598.627,842.429,789.003,955.101,897.511,730.305,838.721,892.194,895.667,896.407,745.392,590.29,710.384,635.234,690.991,650.798,688.717,669.705
K01674,25.694,23.464,47.469,33.189,88.843,79.229,72.469,71.96,40.747,38.874,53.799,45.843,50.282,56.139,41.031,53.545,25.936,45.662,43.858,47.599,42.805,35.844,45.167,56.663,31.415,30.864,25.534,29.994,113.247,20.077,21.58,33.724,21.278,17.007,33.102,28.481,42.132,30.492,29.013,26.15,24.968,29.499,23.099,27.234
K01676,338.719,330.237,325.81,334.797,371.16,330.946,371.043,327.921,400.786,380.998,356.204,392.574,341.864,338.098,349.486,326.407,346.17,333.227,357.27,370.945,361.961,358.69,342.372,341.508,297.242,326.656,284.761,359.751,363.365,342.461,350.986,359.564,345.531,353.769,356.407,345.852,358.859,365.517,276.683,365.296,357.878,353.485,294.961,369.039
K01677,2.532,3.737,5.86,3.298,3.407,4.804,7.188,4.153,7.211,3.983,7.873,3.901,5.774,6.433,2.674,7.909,4.411,2.818,2.704,5.174,2.3,2.199,1.5,9.809,31.871,20.963,26.425,16.444,2.889,5.443,7.87,16.477,13.143,11.303,13,8.576,8.912,33.711,21.038,28.586,28.419,24.416,23.975,30.644
K01678,0.305,0.38,0.721,0.999,0.596,2.035,0.874,1.002,2.032,0.967,1.806,1.747,2.416,2.572,2.034,1.901,1.298,0.54,0.821,1.139,0.357,0.727,0.777,3.807,12.737,10.158,7.718,2.777,0.956,1.016,1.68,5.323,5.094,3.883,3.188,2.233,2.69,4.958,9.653,4.849,8.127,7.896,8.166,8.339
K01679,397.053,419.002,342.504,401.796,319.83,318.609,369.409,327.896,456.226,398.292,368.103,380.8,370.445,393.182,422.838,372.645,379.512,334.04,361.137,352.55,364.137,410.513,344.767,320.343,352.033,333.558,358.894,407.787,469.123,381.117,401.331,355.513,350.598,366.346,378.076,347.978,470.084,352.349,389.662,373.748,364.128,350.859,349.215,360.875
K01681,478.48,494.873,496.797,496.548,533.605,538.938,530.788,545.363,565.086,553.844,562.372,563.71,604.617,674.605,558.124,689.171,549.499,506.438,566.274,596.126,473.741,477.959,467.972,644.471,844.932,726.249,883.842,581.747,520.087,523.914,575.556,682.181,578.097,544.921,570.999,544.383,682.531,811.537,861.789,781.299,766.315,856.852,886.332,759.217
K01682,368.632,356.68,350.287,352.584,345.134,289.216,318.513,296.845,353.097,416.954,347.648,365.922,279.736,285.791,320.342,224.786,364.857,396.761,417.515,318.263,382.012,379.821,342.705,192.06,96.05,162.905,73.903,286.816,386.828,448.965,393.499,204.783,286.25,351.785,292.894,343.772,295.587,141.576,83.867,176.005,202.452,162.332,86.647,165.223
K01683,17.945,12.459,12.747,9.171,45.136,29.908,20.687,23.204,48.93,31.193,43.928,42.811,16.223,18.484,14.092,16.52,19.481,47.114,10.063,20.386,25.485,31.794,53.177,28.566,20.72,20.996,18.591,17.931,31.748,9.599,17.586,30.721,33.297,16.341,19.152,23.643,19.529,31.022,16.729,22.6,20.278,24.246,13.019,26.693
K01684,273.805,274.119,251.835,251.931,259.479,258.689,249.239,243.973,219.032,235.25,257.184,244.538,296.173,314.408,286.462,347.887,282.942,219.226,265.47,283.647,237.009,244.454,241.736,257.637,317.149,384.161,316.897,277.853,178.926,287.323,297.368,317.694,282.72,302.306,290.318,291.824,231.782,338.422,406.58,337.932,344.628,390.178,375.947,381.599
K01685,129.613,156.986,192.158,231.354,273.873,300.493,218.315,251.179,274.778,280.91,276.605,265.203,295.228,277.977,238.956,289.938,177.808,216.769,160.042,216.595,141.092,194.097,213.994,290.92,258.727,240.515,212.196,138.06,147.165,121.26,156.337,201.425,120.696,92.706,136.437,123.633,282.716,173.875,270.941,210.939,218.608,266.642,327.313,224.487
K01686,95.93,130.917,158.434,159.853,246.257,148.035,180.338,148.338,178.403,264.289,231.216,244.987,244.515,252.598,195.254,236.94,155.975,206.215,197.178,236.36,160.774,189.58,161.878,128.134,142.717,168.437,143.052,106.866,98.485,113.615,169.023,157.729,83.993,57.003,84.487,89.713,205.735,129.295,227.081,207.439,227.483,272.171,247.942,198.253
K01687,505.806,543.101,574.708,546.947,613.85,672.409,648.437,632.63,573.957,588.074,570.121,586.97,641.422,619.501,559.351,635.369,580.882,618.695,590.995,616.948,574.258,561.842,587.585,756.033,643.106,590.267,574.964,607.594,500.997,580.597,611.803,653.019,582.328,601.016,644.999,588.93,552.075,628.46,584.152,649.102,626.965,633.65,547.519,614.088
K01689,408.366,349.01,388.274,387.084,396.372,405.756,414.264,384.373,415.874,414.014,406.669,411.725,427.343,466.076,399.193,478.74,389.704,375.168,388.145,428.825,365.984,365.929,348.662,454.567,513.343,466.238,531.084,409.268,369.444,372.33,389.889,490.237,417.933,367.545,410.564,382.955,406.131,531.625,529.627,520.629,506.427,507.554,522.659,511.381
K01690,268.539,280.527,275.24,258.597,267.791,291.842,275.95,300.61,246.737,248.8,253.798,234.112,234.064,211.438,249.533,251.622,279.273,258.695,267.531,269.526,259.88,278.061,291.972,286.141,123.081,133.035,126.437,238.146,276.007,263.677,254.073,203.052,246.975,267.897,232.626,250.651,224.858,131.573,113.525,147.857,143.76,131.041,98.816,137.746
K01692,1170.034,1264.876,1169.713,1080.868,1009.001,1122.935,1152.654,1212.15,1004.429,1014.189,1121.741,980.904,955.165,860.658,943.729,881.923,1336.988,1061.764,1382.911,1229.14,1319.575,1205.375,1199.256,1439.636,734.318,766.661,718.387,1155.556,1344.291,1454.729,1267.825,937.495,1224.677,1348.61,1194.77,1259.063,965.922,911.717,700.398,875.351,888.421,770.186,579.711,843.018
K01693,237.166,249.491,239.814,223.699,248.528,262.275,261.772,242.312,260.884,222.427,228.865,237.915,211.702,200.383,223.475,213.704,235.958,191.93,227.003,234.498,240.742,256.242,254.369,263.931,226.235,226.667,210.528,264.967,255.265,236.881,234.222,254.98,268.029,266.406,267.788,257.716,211.525,255.746,194.675,242.302,241.388,226.933,186.21,225.801
K01694,0,0,0,0,0,0.101,0,0.245,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.61,0,0,0,0,0,0,0.366,0,0,0,0.126,0.14,0,0.394,0,0.335,0.22,0.389,0
K01695,266.813,261.783,273.307,269.575,292.737,286.45,288.037,283.075,303.401,281.764,270.682,291.256,288.909,278.183,281.441,280.913,265.204,253.713,270.862,285.879,279.767,280.213,288.595,282.846,270.93,286.656,273.71,282.715,268.366,252.656,260.597,275.308,285.907,286.285,291.611,274.434,274.815,259.112,273.596,266.085,276.119,261.588,278.302,270.214
K01696,321.768,312.975,341.298,326.347,381.31,372.831,386.133,369.263,390.104,369.457,351.249,378.121,382.452,373.052,357.935,381.469,332.702,309.833,327.774,362.747,344.301,349.215,343.338,372.319,386.498,376.102,399.97,370.108,335.279,318.163,333.404,390.75,357.901,355.724,383.949,342.192,359.67,369.336,383.649,368.489,378.389,380.486,397.899,379.9
K01697,214.739,214.414,235.899,207.384,227.916,220.102,225.624,215.457,240.989,265.619,238.881,260.046,290.385,308.652,252.956,292.637,257.912,213.916,297.76,268.769,248.673,176.631,169.426,175.853,349.258,397.345,370.782,267.971,194.09,268.644,279.982,249.58,208.331,242.531,217.193,216.167,254.026,302.151,368.513,323.274,322.985,349.235,385.68,332.273
K01698,438.926,445.451,424.251,421.164,431.933,390.038,419.75,396.516,404.2,413.162,395.833,398.375,391.298,366.438,404.244,385.849,428.856,413.655,437.789,409.709,432.819,456.839,449.302,357.593,354.452,380.545,360.979,412.645,423.253,443.621,428.275,389.541,410.048,447.123,441.626,432.964,392.581,368.77,361.061,371.818,373.175,362.519,363.442,392.571
K01699,3.967,8.002,8.459,12.135,16.062,15.07,13.927,14.576,5.541,7.425,8.181,9.069,23.911,19.423,12.312,21.863,5.2,5.295,4.659,9.74,3.306,3.413,4.614,5.157,10.889,11.078,11.928,7.996,3.509,3.139,5.671,14.652,6.738,5.279,6.685,9.113,7.447,18.517,8.605,19.14,19.256,20.695,11.795,20.796
K01702,0,0,0,0.489,0.148,0.227,0.521,0.288,0.249,0.486,0.803,0,0.512,0,0,0.292,0,0.211,0.339,0,0,0.188,0,0.404,0.657,0.401,0,0.535,0.187,0,0.256,0.246,0.216,0,0.22,0.284,0,2.806,0.264,0,0,0.971,0.628,0
K01703,425.657,369.799,401.467,445.178,481.24,439.932,442.429,444.102,447.616,449.414,443.078,459.66,474.677,465.737,429.803,468.187,423.265,418.16,417.822,481.024,431.338,428.296,429.377,496.013,544.017,514.421,508.069,493.122,433.018,448.762,477.266,515.325,429.599,412.984,443.387,446.597,458.749,536.289,508.135,514.274,516.401,526.81,537.631,524.755
K01704,331.818,289.916,295.843,327.407,338.799,320.762,323.808,306.03,328,340.742,326.883,331.208,338.343,332.242,301.608,339.961,302.093,310.745,305.985,325.047,322.123,333.583,315.448,346.483,324.523,346.185,294.583,350.465,319.526,329.053,333.483,341.252,285.823,295.039,302.435,335.449,349.188,345.866,309.963,356.22,331.952,362.443,320.98,320.641
K01705,0.193,0.227,1.155,0.372,1.291,2.791,2.022,0.725,1.9,1.62,1.955,1.983,0.365,1.487,0.846,1.146,1.238,0.921,0.74,0.893,0.459,0.437,1.065,0.451,1.274,6.335,2.084,1.289,0.599,0.295,1.322,1.795,0.76,0.871,0.732,1.285,0.9,1.546,1.221,1.526,1.982,2.323,2.149,1.251
